customer_id,snapshot_year,exposure_at_default,recovered_amount,annual_income,credit_score_internal,rating_grade,default_flag,batch_run_date,recovery_rate,lgd,log_ead,log_income,score_bin,segment_type,loan_size_bucket,loan_purpose,collateral_type,loan_term,payment_history,default_history,recovery_type
533,2024,28753.11,34023.97,105449.8,342,4,0,2024-03-02,0.98,0.35,11.465576,11.752645,1,Corporate,3,investment,none,60,2,4,partial
536,2023,69053.23,46584.9,66510.68,559,1,0,2024-05-03,0.07,0.03,11.029301,10.95704,4,Retail,2,renovation,none,36,1,4,partial
543,2023,3425.35,31018.56,167346.78,496,4,1,2024-05-07,0.28,0.54,11.293385,10.959556,0,Retail,3,business,vehicle,12,2,1,partial
547,2024,31307.6,40187.76,181928.11,554,3,1,2024-04-21,0.24,0.92,10.628935,11.152246,4,Retail,1,business,vehicle,24,1,0,partial
554,2023,55363.9,4186.25,160747.86,635,7,0,2024-03-25,0.25,0.6,10.393547,11.905717,0,Corporate,2,consumption,property,60,3,2,partial
555,2024,63576.89,19296.98,55164.61,801,2,0,2024-01-04,0.38,0.97,10.754966,11.768566,1,Retail,0,renovation,none,48,4,2,partial
565,2024,58127.03,18697.36,35614.75,554,5,0,2024-03-05,0.82,0.14,9.651274,12.056634,3,Corporate,0,business,none,24,0,1,partial
566,2023,70077.87,44314.41,128980.01,813,5,0,2024-03-02,0.91,0.57,10.500965,11.201218,4,Retail,1,renovation,vehicle,60,3,1,partial
574,2023,1602.79,7568.56,30277.06,541,1,0,2024-03-30,0.2,0.8,11.360999,12.123632,2,Corporate,3,investment,none,12,4,2,partial
579,2023,10993.18,7594.31,141108.66,448,1,0,2024-04-29,0.54,0.53,8.467603,11.943851,4,Retail,0,consumption,vehicle,60,2,0,partial
582,2024,87025.48,16427.91,115476.36,598,5,1,2024-05-09,0.64,0.09,9.676457,11.419747,1,Retail,1,investment,property,60,0,2,partial
584,2023,68493.12,2723.3,139301.43,752,1,1,2024-05-16,0.52,0.58,9.502077,10.52267,3,Corporate,2,investment,vehicle,60,2,2,partial
586,2024,12180.23,9122.9,126230.74,692,2,0,2024-02-14,0.43,0.61,10.619019,11.101312,3,Retail,2,investment,none,24,2,1,partial
593,2024,84365.37,48260.48,96086.46,511,3,0,2024-05-25,0.19,0.73,11.509948,12.166392,4,Retail,1,renovation,vehicle,60,0,1,partial
594,2024,24980.89,21409.2,56157.89,837,3,0,2024-04-21,0.49,0.76,9.807166,11.236729,4,Retail,3,business,vehicle,48,4,4,partial
603,2023,48347.73,31600.96,75026.38,430,4,1,2024-06-24,0.4,0.77,9.642368,11.282042,4,Corporate,3,investment,property,36,0,1,partial
604,2023,15374.45,36305.56,114410.1,628,2,1,2024-02-11,0.8,0.66,11.425094,10.899089,1,Retail,3,consumption,none,48,1,2,partial
608,2024,71300.9,18348.07,137336.26,555,7,1,2024-02-10,0.76,0.22,11.388767,12.015119,0,Corporate,3,renovation,none,12,2,4,partial
610,2023,67018.59,7361.35,160306.94,778,1,0,2024-03-29,0.13,0.4,8.341123,11.150764,0,Retail,1,business,property,24,1,2,partial
613,2023,21900.13,10329.05,158090.73,362,1,0,2024-02-11,0.09,0.78,11.230826,11.282852,2,Retail,1,investment,vehicle,36,0,0,partial
615,2023,86476.68,15663.32,195083.97,610,7,0,2024-02-04,0.91,0.95,11.095774,11.45724,1,Corporate,2,consumption,vehicle,24,0,0,partial
619,2024,40729.3,31803.42,71451.46,706,4,0,2024-06-14,0.54,0.08,11.251656,11.493458,3,Corporate,2,investment,none,24,4,1,partial
620,2024,29958.99,19914.03,32799.93,404,4,0,2024-03-07,0.86,0.54,10.818913,11.4515,2,Corporate,3,business,vehicle,60,2,4,partial
623,2023,16080.63,340.73,82218.25,314,1,0,2024-02-10,0.06,0.31,11.504364,11.614352,3,Corporate,0,business,property,48,3,3,partial
632,2024,27350.63,26170.36,153793.01,558,1,0,2024-04-08,0.53,0.23,8.583328,12.023431,3,Corporate,0,investment,none,36,0,0,partial
634,2023,3180.67,46075.67,98860.1,711,7,0,2024-02-19,0.54,0.51,10.094264,12.028573,4,Corporate,2,investment,vehicle,60,3,0,partial
635,2023,58742.49,40603.88,167201.92,558,2,0,2024-04-13,0.86,0.61,10.60309,12.005775,3,Retail,2,renovation,property,36,2,0,partial
636,2023,84380.84,41260.57,118878.75,559,7,0,2024-03-26,0.1,0.01,10.726105,10.550682,3,Retail,1,business,property,48,1,0,partial
646,2023,55349.06,39752.9,187362.51,344,4,0,2024-03-19,0.24,0.78,11.431893,12.007275,1,Retail,2,business,none,60,2,1,partial
648,2024,22708.12,16186.54,190615.42,630,7,0,2024-02-14,0.41,0.82,10.940959,10.636968,4,Retail,2,investment,none,36,4,4,partial
664,2024,4333.25,38259.69,32474.81,464,7,0,2024-05-26,0.87,0.97,8.606483,10.656112,4,Corporate,3,consumption,vehicle,60,3,0,partial
672,2024,22248.18,7158.07,102154.42,492,7,0,2024-04-15,0.94,0.18,10.630539,12.158018,2,Retail,0,investment,vehicle,24,3,1,partial
673,2023,42196.02,32885.81,129744.03,820,2,0,2024-05-24,0.99,0.59,10.65097,12.028695,4,Retail,0,investment,vehicle,12,1,4,partial
675,2023,76201.53,32078.43,66057.06,700,6,1,2024-05-01,0.96,0.43,11.478175,11.690527,0,Retail,1,business,property,36,1,4,partial
680,2023,19596.44,1278.49,93273.82,673,1,0,2024-03-17,0.01,0.33,11.007444,12.086701,1,Corporate,0,renovation,property,48,0,3,partial
688,2024,72259.35,39398.51,141982.68,364,5,0,2024-02-25,0.05,0.57,11.065551,12.19646,2,Corporate,3,investment,vehicle,36,2,2,partial
689,2023,86826.41,45162.41,60812.16,686,7,0,2024-04-21,0.15,0.78,11.179033,11.774648,0,Retail,3,consumption,none,12,4,0,partial
691,2024,45940.74,13370.76,128356.64,794,5,1,2024-04-02,0.35,0.02,11.254607,11.777769,3,Corporate,1,consumption,property,36,0,1,partial
703,2024,82321.77,40619.54,145540.61,714,6,0,2024-02-10,0.83,0.97,11.064622,11.956315,0,Retail,2,investment,property,36,2,4,partial
706,2024,55911.08,4120.3,36289.34,329,1,0,2024-06-18,0.89,0.81,10.105744,11.031432,2,Corporate,2,consumption,vehicle,36,1,3,partial
709,2024,64071.99,29998.39,109555.28,565,4,0,2024-01-06,0.19,0.75,11.379755,10.821446,4,Retail,3,consumption,none,48,4,2,partial
712,2024,53101.57,24282.34,67354.41,627,5,1,2024-04-07,0.62,0.76,11.20478,11.962251,1,Corporate,1,investment,property,12,1,4,partial
716,2024,46854.1,27296.18,150389.54,791,4,1,2024-03-13,0.92,0.39,11.217832,11.315497,2,Retail,3,consumption,none,12,1,4,partial
721,2023,24230.69,46310.26,54119.99,516,5,0,2024-06-16,0.46,0.75,11.509521,10.699048,0,Retail,0,consumption,property,48,3,0,partial
722,2023,31016.21,43565.76,180602.82,619,4,1,2024-02-10,0.1,0.39,11.295405,11.247383,0,Corporate,0,investment,none,36,2,2,partial
723,2024,29707.04,39254.18,97569.44,698,7,1,2024-01-09,0.46,0.9,11.327643,11.345165,2,Corporate,3,business,none,36,0,2,partial
725,2024,56765.6,13684.92,55640.55,404,5,0,2024-01-08,0.38,0.18,11.463632,12.174283,2,Corporate,2,renovation,property,12,3,1,partial
730,2023,12875.42,45590.93,98843.92,629,4,0,2024-06-20,0.58,0.29,9.678045,11.88885,2,Corporate,0,renovation,none,36,2,3,partial
739,2024,91762.38,4875.38,93573.88,346,6,0,2024-04-13,0.44,0.55,10.825283,11.657503,4,Retail,1,business,property,24,2,1,partial
756,2024,72344.86,42666.46,97205.41,613,2,1,2024-01-13,0.02,0.32,10.976391,12.177664,2,Retail,2,investment,property,36,2,3,partial
760,2023,40743.12,16408.0,125401.03,446,4,0,2024-01-19,0.99,0.42,10.42226,12.114868,3,Retail,0,business,none,36,4,1,partial
784,2024,16703.79,2688.62,113811.27,761,2,1,2024-04-07,0.54,0.49,11.339785,11.627692,1,Retail,3,renovation,property,60,3,3,partial
788,2024,88317.22,33467.85,46959.88,785,2,0,2024-04-05,0.47,0.86,11.244792,12.117369,1,Retail,2,renovation,none,12,0,0,partial
793,2024,82554.03,11564.0,31804.23,709,1,0,2024-02-18,0.95,0.52,11.189525,11.437942,3,Retail,2,renovation,property,12,3,3,partial
801,2023,72450.43,12178.56,151294.78,326,7,1,2024-04-09,0.16,0.36,11.510109,11.026414,0,Retail,0,renovation,none,24,1,1,partial
802,2023,27883.16,15302.36,120749.14,328,6,0,2024-03-22,0.19,0.25,10.19166,11.033002,0,Retail,1,investment,property,24,2,2,partial
803,2023,40842.22,3184.24,84620.14,570,2,0,2024-06-06,0.81,0.41,11.209267,11.843795,0,Corporate,0,renovation,property,24,1,4,partial
809,2024,11172.08,8856.36,165504.41,800,3,0,2024-03-06,0.26,0.52,10.925759,11.609995,0,Retail,0,renovation,vehicle,12,3,3,partial
811,2024,19714.91,256.98,89850.53,552,7,0,2024-03-31,0.8,0.75,10.373083,11.839435,4,Corporate,0,investment,property,60,0,3,partial
816,2023,78518.65,22270.48,163273.72,684,2,0,2024-02-28,0.27,0.12,9.735016,11.874053,3,Corporate,0,business,property,60,1,2,partial
818,2024,71788.83,4212.77,75036.1,359,4,0,2024-02-22,0.03,0.22,11.404154,10.086605,1,Corporate,0,investment,none,48,1,0,partial
819,2024,59755.09,34132.63,33112.15,406,2,0,2024-02-21,0.52,0.38,11.001284,10.299849,3,Corporate,3,renovation,none,12,4,1,partial
820,2024,89676.95,11781.14,187875.14,519,4,1,2024-03-21,0.2,0.36,11.322605,11.660336,1,Retail,0,consumption,none,48,3,0,partial
821,2024,58743.39,47178.71,91019.2,740,4,1,2024-06-07,0.76,0.39,10.914909,10.903888,0,Corporate,1,investment,none,36,1,3,partial
822,2024,47229.83,43562.58,162684.66,845,3,0,2024-01-15,0.64,0.79,10.033583,11.804528,4,Retail,2,investment,vehicle,24,3,3,partial
826,2023,34696.7,14472.04,70245.94,395,2,1,2024-04-30,0.92,0.32,10.446345,11.690188,2,Retail,3,business,vehicle,48,0,0,partial
829,2024,94104.4,39160.77,136345.72,388,2,0,2024-05-27,0.78,0.5,10.565488,11.739566,2,Corporate,1,renovation,none,48,1,1,partial
832,2023,9188.83,40162.25,177195.96,530,5,0,2024-01-05,0.18,0.62,11.485776,11.217789,0,Retail,0,consumption,none,12,0,3,partial
833,2024,93157.85,49328.16,27495.92,574,7,0,2024-05-14,0.8,0.23,7.351604,11.814309,0,Retail,1,investment,none,24,1,3,partial
842,2023,82844.75,29892.0,169514.44,545,5,1,2024-01-18,0.64,0.72,11.498643,12.039485,3,Corporate,2,investment,none,24,2,0,partial
844,2024,13863.06,4098.29,122839.94,410,1,1,2024-02-25,0.67,0.55,11.493403,12.20434,4,Corporate,1,investment,property,60,4,4,partial
850,2023,56933.45,32341.86,129344.92,533,4,0,2024-03-15,0.83,0.45,11.509118,12.048957,4,Retail,0,consumption,none,48,4,2,partial
861,2024,86788.25,31248.99,114168.44,577,3,0,2024-04-05,0.57,0.81,10.782766,11.698166,3,Retail,2,investment,property,60,4,3,partial
864,2023,57609.11,31917.53,177405.52,776,5,0,2024-04-23,0.47,0.24,11.476449,10.91178,4,Retail,0,investment,none,48,0,1,partial
870,2024,90812.78,15357.28,27818.0,716,2,0,2024-04-10,0.64,0.88,10.600759,11.868228,4,Retail,0,consumption,vehicle,12,3,4,partial
871,2023,94355.4,42983.98,66985.11,427,1,0,2024-06-21,0.3,0.56,8.189841,12.148331,2,Corporate,3,investment,vehicle,12,4,0,partial
874,2024,42816.07,47973.61,177637.26,536,3,0,2024-01-28,0.18,0.61,10.052398,10.970557,4,Corporate,2,consumption,none,36,1,0,partial
876,2023,38354.05,10885.63,155422.23,427,6,1,2024-02-19,0.62,0.88,11.457258,11.098625,0,Corporate,2,business,vehicle,48,1,1,partial
879,2023,93695.79,4407.61,23176.13,693,2,0,2024-01-02,0.23,0.82,7.767985,10.75412,2,Corporate,0,consumption,vehicle,48,2,4,partial
889,2024,67838.87,9726.75,113061.13,774,2,1,2024-03-08,0.08,0.6,10.916077,11.935647,0,Retail,1,business,vehicle,24,0,1,partial
890,2024,12486.25,41027.61,115323.08,694,6,0,2024-05-07,0.0,0.75,9.046121,11.442311,0,Corporate,2,consumption,vehicle,24,1,3,default
899,2023,5186.88,33832.23,92158.78,410,4,0,2024-03-17,0.61,0.43,10.287193,10.350933,3,Retail,1,renovation,property,60,1,4,partial
901,2024,56898.28,31802.37,73530.8,389,4,1,2024-01-24,0.36,0.55,9.182166,12.086681,4,Retail,1,investment,property,36,2,2,partial
910,2023,93086.93,20089.66,142710.47,579,5,1,2024-04-21,0.75,0.06,11.363199,11.698425,4,Corporate,2,business,property,12,2,2,partial
912,2023,84580.62,28891.4,57402.28,632,5,0,2024-06-24,0.38,0.09,10.994017,11.284744,4,Retail,1,investment,property,48,3,1,partial
918,2023,67908.93,15393.71,163810.74,523,2,0,2024-06-21,0.49,0.83,11.410998,11.313473,4,Retail,2,investment,none,60,3,2,partial
921,2024,14772.47,23860.0,164546.69,400,7,1,2024-04-28,0.41,0.06,11.144004,11.187835,2,Retail,3,consumption,vehicle,36,3,1,partial
938,2023,26168.91,39653.15,94747.06,431,2,0,2024-02-05,0.65,0.17,11.483835,11.532605,1,Corporate,2,renovation,vehicle,24,1,3,partial
939,2023,87675.61,49062.08,71038.64,312,5,0,2024-01-02,0.36,0.8,10.848927,11.298103,0,Retail,2,consumption,none,36,2,3,partial
940,2024,19097.92,46624.45,71098.07,756,6,0,2024-05-06,0.96,0.0,11.070278,11.683776,1,Retail,2,investment,none,60,0,1,partial
941,2024,28565.5,46693.3,106812.44,740,5,1,2024-04-14,0.94,0.28,10.969156,11.978131,1,Retail,3,consumption,property,12,3,3,partial
955,2024,13830.46,20111.19,149524.26,397,2,1,2024-01-18,0.85,0.58,10.798407,11.859377,1,Retail,1,business,property,24,4,2,partial
957,2024,67934.71,23439.49,84596.36,419,3,1,2024-06-25,0.92,0.6,11.347473,11.198259,2,Corporate,3,renovation,vehicle,24,1,3,partial
959,2023,94454.25,35281.77,129807.8,592,2,0,2024-01-08,0.45,0.78,11.0792,11.654203,1,Corporate,1,investment,none,12,0,2,partial
968,2023,27627.84,46109.6,88847.2,300,3,0,2024-01-15,0.54,0.51,11.29391,12.050726,2,Retail,2,consumption,vehicle,24,1,2,partial
969,2023,48065.25,7099.71,74814.17,549,3,0,2024-05-24,0.74,0.51,11.275316,10.382145,3,Retail,2,business,none,60,3,0,partial
970,2023,63799.63,15212.09,24474.71,448,2,1,2024-01-23,0.7,0.73,9.899202,10.436892,3,Retail,3,renovation,property,24,1,3,partial
972,2024,99947.16,6962.34,20704.54,694,7,0,2024-04-02,0.89,0.5,11.087776,11.696177,3,Corporate,3,consumption,vehicle,48,3,3,partial
973,2023,11376.0,30600.43,60897.38,343,7,0,2024-06-03,0.72,0.61,9.94108,11.813339,2,Corporate,3,consumption,vehicle,36,1,1,partial
976,2023,50358.51,15315.05,93153.13,343,1,0,2024-06-13,1.0,0.9,10.981042,10.969152,2,Retail,3,investment,none,60,3,1,full
981,2024,39126.89,16305.39,173227.01,377,5,0,2024-02-18,0.35,0.4,11.128248,11.945621,0,Retail,2,business,vehicle,12,2,4,partial
989,2023,86716.2,3545.8,163727.16,525,7,1,2024-03-04,0.83,0.39,11.510194,11.822822,1,Corporate,2,renovation,property,60,2,2,partial
999,2023,48120.81,17489.8,68089.75,461,4,0,2024-02-03,0.7,0.0,8.300195,12.134539,4,Retail,0,consumption,vehicle,48,2,0,partial
1000,2023,11986.77,43124.83,64017.28,552,2,1,2024-01-18,0.69,0.61,9.213734,10.828,4,Corporate,3,renovation,none,24,2,2,partial
3,2023,63807.99,11653.64,60917.97,431,3,0,2024-03-04,0.33,0.03,9.062611,11.952781,1,Retail,3,business,vehicle,24,2,3,partial
11,2023,77307.28,34759.37,81062.72,747,2,1,2024-04-15,0.79,0.5,10.607544,10.464724,4,Retail,1,investment,property,60,4,4,partial
15,2023,1285.24,31481.42,109675.77,773,5,1,2024-03-14,0.9,0.8,11.318591,11.709755,4,Retail,1,investment,none,24,1,2,partial
23,2024,86036.71,43174.23,98960.2,408,6,0,2024-04-11,0.22,0.55,11.345247,11.68975,4,Retail,2,investment,none,24,2,4,partial
26,2024,19416.28,6614.4,59289.18,334,7,1,2024-06-20,0.63,0.27,11.211306,11.406568,2,Corporate,0,renovation,property,48,4,2,partial
42,2023,55654.87,48879.5,43481.25,766,7,0,2024-01-17,0.39,0.79,11.405251,12.055388,2,Corporate,3,renovation,none,12,4,3,partial
52,2023,42163.95,29131.43,22264.01,574,7,1,2024-05-20,0.99,0.27,10.403175,9.942118,2,Corporate,0,consumption,none,36,1,3,partial
55,2024,72245.73,49773.71,47713.38,486,3,1,2024-02-21,0.48,0.73,9.182795,11.640732,1,Retail,0,business,vehicle,60,1,2,partial
56,2023,37745.0,45575.74,146964.15,542,4,1,2024-06-18,0.23,0.61,8.818504,10.986794,3,Retail,2,business,none,12,3,0,partial
64,2023,87106.55,11075.86,63854.94,563,4,0,2024-03-04,0.38,0.17,11.354658,11.943608,4,Corporate,0,business,vehicle,36,3,3,partial
66,2023,73319.14,2808.1,104348.33,821,7,0,2024-02-03,0.65,0.91,11.202509,10.231104,0,Corporate,3,renovation,property,12,2,1,partial
75,2024,65123.6,12781.95,126434.21,840,4,0,2024-04-04,0.08,0.2,11.158589,12.041675,2,Retail,2,investment,property,60,0,0,partial
83,2023,79827.82,26378.18,179631.36,386,6,0,2024-03-27,0.6,0.99,10.452446,12.048586,0,Corporate,0,business,property,48,3,2,partial
102,2024,75648.28,8579.82,179993.92,834,7,1,2024-04-11,0.93,0.01,10.561308,12.043065,4,Retail,2,consumption,property,48,0,0,partial
105,2023,4557.93,8372.99,154232.07,509,1,1,2024-06-09,0.85,0.26,11.470584,10.767713,3,Corporate,2,renovation,none,48,3,1,partial
107,2024,40078.7,23129.68,26328.26,345,3,1,2024-05-19,0.07,0.2,8.898047,11.801663,0,Retail,1,investment,none,12,4,3,partial
109,2024,93149.92,1663.4,123512.68,766,6,0,2024-03-16,0.99,0.01,11.259328,10.025135,4,Retail,2,business,vehicle,60,4,3,partial
121,2023,13446.7,6094.4,161585.02,839,3,1,2024-01-19,0.7,0.73,10.362642,12.058931,4,Corporate,0,investment,vehicle,24,4,3,partial
130,2024,73972.56,20793.07,23111.85,325,7,1,2024-05-16,0.16,0.69,8.490317,11.9193,2,Corporate,1,consumption,vehicle,24,0,1,partial
138,2023,97484.59,3156.5,118943.23,565,6,1,2024-03-14,0.01,0.79,11.218762,11.657966,3,Retail,3,business,none,48,2,0,partial
143,2024,6167.66,19837.75,174397.55,474,7,0,2024-05-24,0.17,0.26,10.42707,11.92839,4,Retail,3,business,vehicle,12,3,2,partial
153,2023,68537.19,23700.31,105338.37,815,6,0,2024-02-19,0.84,0.44,11.191254,10.518115,3,Corporate,3,investment,none,24,3,2,partial
154,2023,47347.26,22563.33,20739.12,610,7,0,2024-02-08,0.02,0.66,11.171263,11.654069,2,Retail,3,renovation,property,12,0,0,partial
161,2024,58338.35,43458.74,21982.4,621,1,0,2024-06-17,0.23,0.44,10.895718,11.190386,0,Corporate,3,investment,none,60,4,3,partial
170,2023,9448.79,26503.12,94994.49,434,3,0,2024-05-17,0.76,0.7,11.263963,12.181127,1,Retail,0,consumption,property,48,2,2,partial
177,2023,5257.69,23399.02,47901.56,354,6,1,2024-01-12,0.59,0.63,10.977189,12.068431,1,Corporate,2,investment,vehicle,36,3,3,partial
179,2024,67019.8,20535.46,139601.12,842,1,0,2024-03-19,0.78,0.11,10.288003,11.931574,1,Retail,1,investment,none,48,2,4,partial
200,2023,82507.63,40881.17,147583.87,830,2,0,2024-01-15,0.75,0.78,11.207465,12.144599,3,Retail,2,business,vehicle,36,2,4,partial
204,2023,78419.52,44752.83,52018.36,455,7,0,2024-01-28,0.05,0.72,10.9908,11.319739,1,Retail,2,renovation,vehicle,24,1,2,partial
215,2024,54836.77,42662.12,179935.99,446,5,1,2024-05-11,0.89,0.66,7.723563,12.112637,0,Retail,0,renovation,property,36,2,0,partial
223,2024,10886.82,33677.33,99543.41,784,6,1,2024-02-05,0.23,0.16,11.410491,11.271413,4,Retail,0,renovation,vehicle,12,1,0,partial
225,2023,69116.4,6868.09,45712.26,319,4,1,2024-04-28,0.55,0.27,10.915447,11.931007,3,Retail,0,renovation,none,36,0,0,partial
226,2023,24947.0,13843.5,157565.29,568,1,0,2024-03-05,0.64,0.39,11.373607,11.935287,0,Retail,1,investment,vehicle,24,4,3,partial
229,2024,91195.8,2303.15,162195.41,632,1,0,2024-04-07,0.17,0.28,11.389536,10.056379,3,Corporate,0,business,property,24,1,4,partial
232,2024,83988.27,46541.2,135073.19,700,6,1,2024-02-16,0.98,0.23,10.715588,11.350309,3,Corporate,2,business,property,48,2,3,partial
233,2023,71228.91,33039.93,173623.8,605,1,0,2024-03-21,0.49,0.81,10.844653,10.064708,3,Retail,1,renovation,vehicle,24,4,1,partial
234,2024,94935.75,37318.14,152727.13,327,2,0,2024-02-08,0.06,0.64,10.649243,12.203457,2,Corporate,0,investment,property,12,2,1,partial
241,2023,4110.76,15578.59,178797.03,766,1,0,2024-02-07,0.94,0.57,10.725363,10.64534,4,Corporate,0,renovation,vehicle,36,2,2,partial
246,2023,73883.84,42282.68,98099.85,559,5,0,2024-02-13,0.59,0.23,11.40334,11.675953,1,Retail,0,renovation,property,60,1,1,partial
261,2023,33694.04,12980.16,154567.48,833,5,1,2024-06-27,0.7,0.92,11.277548,11.997209,2,Corporate,2,business,vehicle,24,0,0,partial
262,2023,90700.52,82.19,199955.28,400,7,0,2024-04-06,0.53,0.19,9.512446,10.937178,4,Retail,0,business,vehicle,36,2,2,partial
264,2023,27400.84,18820.75,150487.62,652,7,0,2024-05-03,0.83,0.79,11.025515,11.583482,1,Corporate,2,renovation,none,48,1,4,partial
268,2024,72760.79,28538.07,40553.08,599,4,0,2024-01-26,0.03,0.97,11.508875,11.770186,2,Corporate,1,investment,none,60,2,4,partial
269,2024,87887.05,23935.24,113297.37,595,2,0,2024-06-12,0.27,0.73,11.001442,10.796261,2,Corporate,0,renovation,vehicle,48,4,1,partial
282,2024,5124.03,43103.81,125722.6,652,5,0,2024-04-06,0.47,0.99,11.274697,11.98381,0,Retail,3,business,none,12,0,1,partial
285,2024,40367.11,5270.26,51357.92,429,6,0,2024-01-01,0.08,0.65,11.253352,11.210219,2,Corporate,3,business,none,48,2,4,partial
293,2023,76468.59,27691.17,193320.49,455,3,0,2024-02-22,0.71,0.22,10.482414,10.967942,3,Retail,2,investment,property,36,0,1,partial
301,2023,46036.97,25648.97,51604.36,373,3,0,2024-01-06,0.39,0.2,10.540437,11.699347,2,Retail,0,renovation,none,60,0,1,partial
306,2023,27458.01,14069.65,51960.43,641,3,0,2024-02-06,0.27,0.32,11.193884,11.449532,3,Corporate,0,renovation,property,48,4,3,partial
308,2023,22760.73,41111.41,184730.08,764,7,0,2024-01-02,0.0,0.01,10.829716,12.131632,4,Retail,3,consumption,none,48,4,4,default
311,2024,14020.31,37642.43,103736.98,389,6,0,2024-05-02,0.72,0.68,10.959323,12.091852,4,Retail,1,renovation,none,12,3,4,partial
326,2023,85855.83,36642.96,31373.89,754,1,0,2024-03-09,0.83,0.27,11.178552,11.580623,3,Corporate,1,investment,vehicle,36,0,1,partial
328,2023,57960.18,43809.62,127673.75,631,6,1,2024-06-17,0.4,0.82,11.26422,11.346499,0,Retail,2,business,none,48,2,0,partial
333,2024,8562.11,36139.23,128328.74,647,1,0,2024-06-27,0.56,0.36,10.235706,11.272054,0,Corporate,3,consumption,vehicle,36,4,3,partial
350,2024,38875.45,11592.06,31610.14,532,3,0,2024-06-23,0.23,0.48,9.65076,11.129649,4,Corporate,2,investment,vehicle,24,2,0,partial
363,2024,37405.63,35278.14,195054.05,401,4,0,2024-01-13,0.62,0.97,10.305235,11.678606,2,Retail,2,investment,vehicle,12,0,1,partial
378,2024,18992.18,15385.14,117925.39,780,4,1,2024-03-09,0.01,0.24,10.844418,12.013077,4,Corporate,1,consumption,vehicle,12,4,4,partial
380,2023,44115.25,12108.73,120763.23,513,1,0,2024-03-06,0.49,0.72,10.459468,11.237662,4,Corporate,3,renovation,none,12,3,0,partial
387,2023,33877.84,3650.18,113620.77,407,3,0,2024-02-28,0.64,0.76,10.955513,10.900767,3,Retail,2,consumption,vehicle,36,0,2,partial
395,2024,34838.57,37201.43,129931.72,464,6,1,2024-03-08,0.92,0.22,8.747369,11.567301,0,Retail,1,investment,none,48,2,0,partial
410,2023,74163.63,35550.05,67573.96,634,4,1,2024-02-28,0.38,0.5,10.848682,10.386753,3,Retail,1,renovation,none,48,3,4,partial
413,2023,23103.08,11724.97,71703.44,385,1,1,2024-04-26,0.77,0.35,10.530268,11.892944,4,Retail,0,business,property,36,0,1,partial
422,2023,64544.14,37468.95,112041.04,723,6,0,2024-01-10,0.6,0.77,10.895498,11.637843,1,Corporate,3,consumption,property,36,4,0,partial
430,2024,57494.31,45892.04,165203.45,663,3,0,2024-05-20,0.93,0.62,10.665036,11.602295,2,Corporate,3,investment,property,24,0,1,partial
438,2023,57241.16,5401.45,28975.62,359,2,0,2024-05-09,0.4,0.48,10.279845,11.212917,4,Corporate,0,renovation,vehicle,60,1,3,partial
443,2024,66637.73,11631.83,128612.76,781,3,1,2024-01-15,0.32,0.78,11.41319,12.116379,3,Corporate,2,investment,none,60,2,2,partial
445,2023,55289.82,37513.04,165220.07,549,7,0,2024-02-15,0.89,0.24,9.867484,10.499257,1,Corporate,1,renovation,none,12,4,4,partial
448,2023,88046.26,13725.33,48245.11,416,3,0,2024-05-17,0.05,0.75,11.133949,12.081469,1,Retail,1,renovation,vehicle,48,4,4,partial
452,2023,67882.43,31233.2,22704.06,844,6,1,2024-05-29,0.14,0.87,11.435405,11.382907,4,Corporate,1,consumption,property,12,1,1,partial
455,2024,55149.36,4058.21,76288.39,343,6,1,2024-03-29,0.08,0.88,10.902819,12.092418,0,Corporate,0,business,property,48,3,2,partial
457,2023,83146.55,22610.12,125865.87,808,5,1,2024-03-17,0.84,0.78,11.382423,11.926214,1,Corporate,1,renovation,none,48,4,4,partial
460,2024,61008.51,36954.57,44890.97,464,5,1,2024-05-15,0.01,0.41,9.500117,10.564931,2,Corporate,2,investment,none,24,3,0,partial
463,2024,29823.28,34325.7,96702.03,667,6,1,2024-05-28,0.86,0.98,10.817497,12.041655,3,Retail,2,renovation,none,36,3,4,partial
467,2024,21502.4,40753.61,119417.87,591,6,0,2024-05-29,0.45,0.38,10.741741,11.86915,3,Retail,0,business,property,36,3,0,partial
470,2023,16080.45,43872.61,127798.96,585,2,1,2024-04-19,0.0,0.64,7.498184,10.158724,3,Retail,2,investment,none,36,0,4,default
476,2023,90046.07,38659.18,69394.11,503,2,1,2024-04-06,0.4,0.16,10.711825,10.693477,4,Corporate,3,renovation,property,60,1,0,partial
482,2023,71303.41,33579.39,92005.33,823,3,0,2024-02-14,0.19,0.98,10.533028,11.80868,3,Corporate,3,renovation,property,36,2,3,partial
483,2023,93800.47,1586.12,160101.06,420,7,0,2024-03-31,0.62,0.7,11.11708,11.844163,3,Corporate,1,consumption,property,60,1,1,partial
492,2024,60725.89,26748.33,189418.64,487,4,1,2024-06-16,0.68,0.75,11.449939,11.947291,2,Retail,1,business,vehicle,12,4,3,partial
495,2024,47866.69,1884.89,175138.46,312,7,0,2024-04-23,0.49,0.07,9.158449,11.916022,0,Corporate,3,renovation,vehicle,60,1,0,partial
497,2024,6911.93,40403.39,121571.03,499,2,1,2024-05-29,0.04,0.76,10.416945,11.840174,4,Retail,2,business,none,48,2,1,partial
